question,query
In welche Ländern gibt es mehr als 2 Höhlen? <pad> ADP DET NOUN VERB PRON DET ADP NUM NOUN PUNCT <pad> mo nk nk ROOT ep nk cm cc oa punct <pad> 2 4 3 1 2 3 5 4 2 2 <pad> ,SELECT DISTINCT var_uri WHERE bra_open var_cave rdf_type dbo_Cave ; dbo_location var_uri sep_dot var_uri rdf_type dbo_Country bra_close GROUP BY var_uri HAVING ( COUNT( var_cave) > 2 )
Where did Abraham Lincoln die? <pad> SCONJ AUX PROPN PROPN VERB PUNCT <pad> advmod aux compound nsubj ROOT punct <pad> 2 2 3 2 1 2 <pad> res_Abraham_Lincoln,SELECT DISTINCT var_uri WHERE bra_open res_Abraham_Lincoln dbo_deathPlace var_uri sep_dot bra_close 
Wo ist Abraham Lincoln gestorben? <pad> ADV AUX PROPN PROPN VERB PUNCT <pad> mo ROOT pnc sb oc punct <pad> 3 1 3 2 2 2 <pad> res_Abraham_Lincoln,SELECT DISTINCT var_uri WHERE bra_open res_Abraham_Lincoln dbo_deathPlace var_uri sep_dot bra_close 
Où est décédé Abraham Lincoln ? <pad> ADV AUX VERB PROPN PROPN PUNCT <pad> iobj aux:pass ROOT obj flat:name punct <pad> 2 2 1 2 3 2 <pad> res_Abraham_Lincoln,SELECT DISTINCT var_uri WHERE bra_open res_Abraham_Lincoln dbo_deathPlace var_uri sep_dot bra_close 
Which airports does Air China serve? <pad> DET NOUN AUX PROPN PROPN VERB PUNCT <pad> det dobj aux compound nsubj ROOT punct <pad> 3 2 2 3 2 1 2 <pad> res_Air_China,SELECT DISTINCT var_uri WHERE bra_open res_Air_China dbo_targetAirport var_uri bra_close 
Welche Flughäfen bedient Air China? <pad> DET NOUN VERB PROPN PROPN PUNCT <pad> nk sb ROOT pnc oa punct <pad> 3 2 1 3 2 2 <pad> res_Air_China,SELECT DISTINCT var_uri WHERE bra_open res_Air_China dbo_targetAirport var_uri bra_close 
Quels aéroports sont desservis par Air China ? <pad> ADJ NOUN AUX VERB ADP PROPN PROPN PUNCT <pad> det nsubj:pass aux:pass ROOT case obl:arg flat:name punct <pad> 3 2 2 1 3 2 3 2 <pad> res_Air_China,SELECT DISTINCT var_uri WHERE bra_open res_Air_China dbo_targetAirport var_uri bra_close 
Give me all actors starring in movies directed by and starring William Shatner. <pad> VERB PRON DET NOUN VERB ADP NOUN VERB ADP CCONJ VERB PROPN PROPN PUNCT <pad> ROOT dative det dobj acl prep pobj acl agent cc conj compound dobj punct <pad> 1 2 3 2 3 4 5 6 7 7 7 9 8 2 <pad> res_William_Shatner res_William_Shatner,SELECT DISTINCT var_uri WHERE bra_open var_x dbo_director res_William_Shatner ; dbo_starring res_William_Shatner bra_open var_x dbo_starring var_uri bra_close UNION bra_open var_x dbp_starring var_uri bra_close bra_close 
"Gib mir alle Schauspieler, die in Filmen gespielt haben, in dem William Shatner gespielt und gleichyeitig Regie geführt hat. <pad> NOUN PRON DET NOUN PUNCT PRON ADP NOUN VERB AUX PUNCT ADP DET NOUN PROPN VERB CCONJ ADV NOUN VERB AUX PUNCT <pad> sb da nk sb punct sb mo nk oc rc punct mo nk nk nk oc cd mo oa cj ROOT punct <pad> 2 3 3 2 3 4 5 6 4 3 4 3 5 4 5 2 3 5 5 4 1 2 <pad> res_William_Shatner res_William_Shatner",SELECT DISTINCT var_uri WHERE bra_open var_x dbo_director res_William_Shatner ; dbo_starring res_William_Shatner bra_open var_x dbo_starring var_uri bra_close UNION bra_open var_x dbp_starring var_uri bra_close bra_close 
Donnez-moi tous les acteurs qui figurent dans les films réalisés par William Shatner. <pad> PROPN PRON ADJ DET NOUN PRON VERB ADP DET NOUN VERB ADP PROPN PROPN PUNCT <pad> ROOT dep amod det obj nsubj acl:relcl case det obl:mod acl case obl:agent flat:name punct <pad> 1 2 3 3 2 4 3 5 5 4 5 7 6 7 2 <pad> res_William_Shatner res_William_Shatner,SELECT DISTINCT var_uri WHERE bra_open var_x dbo_director res_William_Shatner ; dbo_starring res_William_Shatner bra_open var_x dbo_starring var_uri bra_close UNION bra_open var_x dbp_starring var_uri bra_close bra_close 
What are the official languages of the Philippines? <pad> PRON AUX DET ADJ NOUN ADP DET PROPN PUNCT <pad> attr ROOT det amod nsubj prep det pobj punct <pad> 2 1 3 3 2 3 5 4 2 <pad> res_Philippines,SELECT DISTINCT var_uri WHERE bra_open res_Philippines dbo_officialLanguage var_uri bra_close 
Was ist die Amtssprache auf den Philippinen? <pad> PRON AUX DET NOUN ADP DET PROPN PUNCT <pad> sb ROOT nk pd op nk nk punct <pad> 2 1 3 2 3 5 4 2 <pad> res_Philippines,SELECT DISTINCT var_uri WHERE bra_open res_Philippines dbo_officialLanguage var_uri bra_close 
Quels sont les langues officielles des Philippines ? <pad> ADJ AUX DET NOUN ADJ ADP NOUN PUNCT <pad> ROOT dep det nsubj amod case nmod punct <pad> 1 2 3 2 3 4 3 2 <pad> res_Philippines,SELECT DISTINCT var_uri WHERE bra_open res_Philippines dbo_officialLanguage var_uri bra_close 
Give me all Danish films. <pad> VERB PRON DET ADJ NOUN PUNCT <pad> ROOT dative det amod dobj punct <pad> 1 2 3 3 2 2 <pad> res_Denmark,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Film ; dbo_country res_Denmark bra_close 
Liste als dänischen Filme auf. <pad> NOUN ADP ADJ NOUN ADP PUNCT <pad> ROOT mnr nk nk svp punct <pad> 1 2 4 3 2 2 <pad> res_Denmark,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Film ; dbo_country res_Denmark bra_close 
Donnez-moi tous les films danois. <pad> PROPN PRON ADJ DET NOUN NOUN PUNCT <pad> ROOT dep amod det flat:name amod punct <pad> 1 2 3 3 2 3 2 <pad> res_Denmark,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Film ; dbo_country res_Denmark bra_close 
Which movies starring Brad Pitt were directed by Guy Ritchie? <pad> DET NOUN VERB PROPN PROPN AUX VERB ADP PROPN PROPN PUNCT <pad> det nsubjpass acl compound dobj auxpass ROOT agent compound pobj punct <pad> 3 2 3 5 4 2 1 2 4 3 2 <pad> res_Brad_Pitt res_Guy_Ritchie,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Film ; dbo_starring res_Brad_Pitt ; dbo_director res_Guy_Ritchie bra_close 
"Liste Brad Pitt Filme auf, in denen Guy Ritchie Regie geführt hat. <pad> NOUN PROPN PROPN NOUN ADP PUNCT ADP PRON PROPN NOUN NOUN VERB AUX PUNCT <pad> ROOT pnc pnc nk svp punct mo nk sb nk cj oc rc punct <pad> 1 3 3 2 2 2 4 5 3 5 4 3 2 2 <pad> res_Brad_Pitt res_Guy_Ritchie",SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Film ; dbo_starring res_Brad_Pitt ; dbo_director res_Guy_Ritchie bra_close 
Quels films avec Brad Pitt sont réalisés par Guy Ritchie ? <pad> ADJ NOUN ADP PROPN PROPN AUX VERB ADP PROPN NOUN PUNCT <pad> amod nsubj:pass case nmod flat:name aux:pass ROOT case obl:agent flat:name punct <pad> 3 2 4 3 4 2 1 3 2 3 2 <pad> res_Brad_Pitt res_Guy_Ritchie,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Film ; dbo_starring res_Brad_Pitt ; dbo_director res_Guy_Ritchie bra_close 
Give me the grandchildren of Bruce Lee. <pad> VERB PRON DET NOUN ADP PROPN PROPN PUNCT <pad> ROOT dative det dobj prep compound pobj punct <pad> 1 2 3 2 3 5 4 2 <pad> res_Bruce_Lee,SELECT DISTINCT var_uri WHERE bra_open res_Bruce_Lee dbo_child var_child sep_dot var_child dbp_children var_uri bra_close 
Zeige die Enkelkinder von Bruce Lee? <pad> VERB DET NOUN ADP PROPN PROPN PUNCT <pad> ROOT nk sb pg pnc nk punct <pad> 1 3 2 3 5 4 2 <pad> res_Bruce_Lee,SELECT DISTINCT var_uri WHERE bra_open res_Bruce_Lee dbo_child var_child sep_dot var_child dbp_children var_uri bra_close 
Donne-moi les petits-enfants de Bruce Lee. <pad> PROPN PRON DET NOUN ADP PROPN PROPN PUNCT <pad> ROOT dep det nsubj case nmod flat:name punct <pad> 1 2 3 2 4 3 4 2 <pad> res_Bruce_Lee,SELECT DISTINCT var_uri WHERE bra_open res_Bruce_Lee dbo_child var_child sep_dot var_child dbp_children var_uri bra_close 
Which other weapons did the designer of the Uzi develop? <pad> DET ADJ NOUN AUX DET NOUN ADP DET PROPN VERB PUNCT <pad> det amod nsubj aux det nsubj prep det pobj ROOT punct <pad> 4 4 3 2 3 2 3 5 4 1 2 <pad> res_Uzi res_Uzi,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Weapon ; dbp_designer var_x sep_dot res_Uzi dbp_designer var_x FILTER ( var_uri != res_Uzi ) bra_close 
Welche anderen Waffen wurden vom Designer der Uzi entwickelt? <pad> DET ADJ NOUN AUX ADP NOUN DET NOUN VERB PUNCT <pad> nk nk sb ROOT sbp nk nk ag oc punct <pad> 3 3 2 1 3 4 6 5 2 2 <pad> res_Uzi res_Uzi,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Weapon ; dbp_designer var_x sep_dot res_Uzi dbp_designer var_x FILTER ( var_uri != res_Uzi ) bra_close 
Quelles autres armes ont été développées par le créateur du Uzi ? <pad> DET ADJ NOUN AUX AUX VERB ADP DET NOUN ADP PROPN PUNCT <pad> det amod nsubj:pass aux:tense aux:pass ROOT case det obl:agent case nmod punct <pad> 3 3 2 2 2 1 3 3 2 4 3 2 <pad> res_Uzi res_Uzi,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Weapon ; dbp_designer var_x sep_dot res_Uzi dbp_designer var_x FILTER ( var_uri != res_Uzi ) bra_close 
Who is the owner of Universal Studios? <pad> PRON AUX DET NOUN ADP PROPN PROPN PUNCT <pad> attr ROOT det nsubj prep compound pobj punct <pad> 2 1 3 2 3 5 4 2 <pad> res_Universal_Studios,SELECT DISTINCT var_uri WHERE bra_open res_Universal_Studios dbo_owner var_uri bra_close 
Wem gehören die Universal Studios? <pad> PROPN VERB DET PROPN PROPN PUNCT <pad> da ROOT nk pnc sb punct <pad> 2 1 3 3 2 2 <pad> res_Universal_Studios,SELECT DISTINCT var_uri WHERE bra_open res_Universal_Studios dbo_owner var_uri bra_close 
Qui est le propriétaire de Universal Studios? <pad> PRON AUX DET NOUN ADP PROPN ADV PUNCT <pad> nsubj cop det ROOT case nmod nmod punct <pad> 2 2 2 1 3 2 2 2 <pad> res_Universal_Studios,SELECT DISTINCT var_uri WHERE bra_open res_Universal_Studios dbo_owner var_uri bra_close 
Which state of the USA has the highest population density? <pad> DET NOUN ADP DET PROPN VERB DET ADJ NOUN NOUN PUNCT <pad> det nsubj prep det pobj ROOT det amod compound dobj punct <pad> 3 2 3 5 4 1 3 3 3 2 2 <pad> ,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type yago_WikicatStatesOfTheUnitedStates ; dbp_densityrank var_rank bra_close ORDER BY ASC( var_rank) LIMIT 1
Welcher Staat in den USA hat die höchste Bevölkerungsdichte? <pad> DET NOUN ADP DET PROPN AUX DET ADJ NOUN PUNCT <pad> nk sb mnr nk nk ROOT nk nk oa punct <pad> 3 2 3 5 4 1 3 3 2 2 <pad> ,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type yago_WikicatStatesOfTheUnitedStates ; dbp_densityrank var_rank bra_close ORDER BY ASC( var_rank) LIMIT 1
Quel état des états unis a la densité de population la plus élevée? <pad> DET NOUN ADP NOUN ADJ VERB DET NOUN ADP NOUN DET ADV ADJ PUNCT <pad> det nsubj case nmod amod ROOT det obj case nmod det advmod amod punct <pad> 3 2 4 3 4 1 3 2 4 3 4 4 3 2 <pad> ,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type yago_WikicatStatesOfTheUnitedStates ; dbp_densityrank var_rank bra_close ORDER BY ASC( var_rank) LIMIT 1
Which monarchs were married to a German? <pad> DET ADV AUX ADJ ADP DET PROPN PUNCT <pad> det nsubjpass auxpass ROOT prep det pobj punct <pad> 3 2 2 1 2 4 3 2 <pad> res_Germany res_Germany,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Monarch ; dbo_spouse var_spouse bra_open var_spouse dbo_birthPlace res_Germany bra_close UNION bra_open var_spouse dbo_birthPlace var_p sep_dot var_p dbo_country res_Germany bra_close bra_close 
Welche Monarchen waren mit Deutschen verheiratet? <pad> DET NOUN AUX ADP NOUN VERB PUNCT <pad> nk sb ROOT mo nk oc punct <pad> 3 2 1 3 4 2 2 <pad> res_Germany res_Germany,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Monarch ; dbo_spouse var_spouse bra_open var_spouse dbo_birthPlace res_Germany bra_close UNION bra_open var_spouse dbo_birthPlace var_p sep_dot var_p dbo_country res_Germany bra_close bra_close 
Quels monarques ont été mariés à des Allemands ? <pad> ADJ ADJ AUX AUX VERB ADP DET NOUN PUNCT <pad> amod nsubj:pass aux:tense aux:pass ROOT case det obl:arg punct <pad> 3 2 2 2 1 3 3 2 2 <pad> res_Germany res_Germany,SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Monarch ; dbo_spouse var_spouse bra_open var_spouse dbo_birthPlace res_Germany bra_close UNION bra_open var_spouse dbo_birthPlace var_p sep_dot var_p dbo_country res_Germany bra_close bra_close 
Which organizations were founded in 1950? <pad> DET NOUN AUX VERB ADP NUM PUNCT <pad> det nsubjpass auxpass ROOT prep pobj punct <pad> 3 2 2 1 2 3 2 <pad> ,"SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Organisation bra_open var_uri dbo_formationYear var_date bra_close UNION bra_open var_uri dbo_foundingYear var_date bra_close UNION bra_open var_uri dbp_foundation var_date bra_close UNION bra_open var_uri dbp_formation var_date bra_close FILTER regex( var_date, ""^1950"") bra_close "
Welche Organisationen wurden 1950 gegründet? <pad> DET NOUN AUX NUM VERB PUNCT <pad> nk sb ROOT mo oc punct <pad> 3 2 1 3 2 2 <pad> ,"SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Organisation bra_open var_uri dbo_formationYear var_date bra_close UNION bra_open var_uri dbo_foundingYear var_date bra_close UNION bra_open var_uri dbp_foundation var_date bra_close UNION bra_open var_uri dbp_formation var_date bra_close FILTER regex( var_date, ""^1950"") bra_close "
Quelles organisations ont été fondées en 1950 ? <pad> SCONJ NOUN AUX AUX VERB ADP NUM PUNCT <pad> det nsubj:pass aux:tense aux:pass ROOT case obl:mod punct <pad> 3 2 2 2 1 3 2 2 <pad> ,"SELECT DISTINCT var_uri WHERE bra_open var_uri rdf_type dbo_Organisation bra_open var_uri dbo_formationYear var_date bra_close UNION bra_open var_uri dbo_foundingYear var_date bra_close UNION bra_open var_uri dbp_foundation var_date bra_close UNION bra_open var_uri dbp_formation var_date bra_close FILTER regex( var_date, ""^1950"") bra_close "
Who created the comic Captain America? <pad> PRON VERB DET ADJ PROPN PROPN PUNCT <pad> nsubj ROOT det amod compound dobj punct <pad> 2 1 3 3 3 2 2 <pad> res_Captain_America,SELECT DISTINCT var_uri WHERE bra_open res_Captain_America dbo_creator var_uri bra_close 
Wer ist der Schöpfer von Captain America? <pad> PRON AUX DET NOUN ADP PROPN PROPN PUNCT <pad> sb ROOT nk pd pg pnc nk punct <pad> 2 1 3 2 3 5 4 2 <pad> res_Captain_America,SELECT DISTINCT var_uri WHERE bra_open res_Captain_America dbo_creator var_uri bra_close 
Qui a créé le comic Captain America? <pad> PRON AUX VERB DET NOUN PROPN PROPN PUNCT <pad> nsubj aux:tense ROOT det obj nmod flat:name punct <pad> 2 2 1 3 2 3 4 2 <pad> res_Captain_America,SELECT DISTINCT var_uri WHERE bra_open res_Captain_America dbo_creator var_uri bra_close 
Give me the Apollo 14 astronauts. <pad> VERB PRON DET PROPN NUM NOUN PUNCT <pad> ROOT dative det nmod nummod dobj punct <pad> 1 2 3 3 4 2 2 <pad> res_Apollo_14,SELECT DISTINCT var_uri WHERE bra_open var_uri dbo_mission res_Apollo_14 bra_close 
Wer war an Bord der Apollo 14? <pad> PRON AUX ADP NOUN DET PROPN NUM PUNCT <pad> sb ROOT mo nk nk ag nk punct <pad> 2 1 2 3 5 4 5 2 <pad> res_Apollo_14,SELECT DISTINCT var_uri WHERE bra_open var_uri dbo_mission res_Apollo_14 bra_close 
Donne-moi tous les astronautes d'Apollo 14. <pad> PROPN PRON ADJ DET NOUN ADP PROPN NUM PUNCT <pad> ROOT dep amod det nsubj case nmod nummod punct <pad> 1 2 3 3 2 4 3 4 2 <pad> res_Apollo_14,SELECT DISTINCT var_uri WHERE bra_open var_uri dbo_mission res_Apollo_14 bra_close 
Who wrote the book The pillars of the Earth? <pad> PRON VERB DET NOUN DET NOUN ADP DET PROPN PUNCT <pad> nsubj ROOT det dobj det dobj prep det pobj punct <pad> 2 1 3 2 3 2 3 5 4 2 <pad> res_The_Pillars_of_the_Earth,SELECT DISTINCT var_uri WHERE bra_open res_The_Pillars_of_the_Earth dbo_author var_uri bra_close 
Wer schrieb die Säulen der Welt? <pad> PRON VERB DET NOUN DET NOUN PUNCT <pad> sb ROOT nk oa nk ag punct <pad> 2 1 3 2 4 3 2 <pad> res_The_Pillars_of_the_Earth,SELECT DISTINCT var_uri WHERE bra_open res_The_Pillars_of_the_Earth dbo_author var_uri bra_close 
Qui a écrit le livre Les piliers de la Terre ? <pad> PRON AUX VERB DET NOUN DET NOUN ADP DET NOUN PUNCT <pad> nsubj aux:tense ROOT det obj det nmod case det nmod punct <pad> 2 2 1 3 2 4 3 5 5 4 2 <pad> res_The_Pillars_of_the_Earth,SELECT DISTINCT var_uri WHERE bra_open res_The_Pillars_of_the_Earth dbo_author var_uri bra_close 
Which state of the United States of America has the highest density? <pad> DET NOUN ADP DET PROPN PROPN ADP PROPN VERB DET ADJ NOUN PUNCT <pad> det nsubj prep det compound pobj prep pobj ROOT det amod dobj punct <pad> 3 2 3 5 5 4 5 6 1 3 3 2 2 <pad> ,SELECT var_uri WHERE bra_open var_uri dbp_densityrank var_density bra_close ORDER BY ASC( var_density) LIMIT 1
Welcher US-Bundesstaat hat die höchste Bevölkerungsdichte? <pad> DET NOUN AUX DET ADJ NOUN PUNCT <pad> nk sb ROOT nk nk oa punct <pad> 3 2 1 3 3 2 2 <pad> ,SELECT var_uri WHERE bra_open var_uri dbp_densityrank var_density bra_close ORDER BY ASC( var_density) LIMIT 1
Quel état des USA a la plus grande densité ? <pad> DET NOUN ADP PROPN VERB DET ADV ADJ NOUN PUNCT <pad> det ROOT case nmod ROOT det advmod amod obj punct <pad> 2 1 3 2 -1 -1 -1 -1 -1 -1 <pad> ,SELECT var_uri WHERE bra_open var_uri dbp_densityrank var_density bra_close ORDER BY ASC( var_density) LIMIT 1
Which spaceflights were launched from Baikonur? <pad> DET NOUN AUX VERB ADP PROPN PUNCT <pad> det nsubjpass auxpass ROOT prep pobj punct <pad> 3 2 2 1 2 3 2 <pad> res_Baikonur_Cosmodrome,SELECT DISTINCT var_uri WHERE bra_open var_uri dbp_launchPad res_Baikonur_Cosmodrome bra_close 
Welche Raumflüge starteten von Baikonur aus? <pad> DET NOUN VERB ADP NOUN ADP PUNCT <pad> nk sb ROOT mo nk svp punct <pad> 3 2 1 2 3 2 2 <pad> res_Baikonur_Cosmodrome,SELECT DISTINCT var_uri WHERE bra_open var_uri dbp_launchPad res_Baikonur_Cosmodrome bra_close 
Quels vols spatiaux ont été lancés depuis Baïkonour ? <pad> ADJ NOUN ADJ AUX AUX VERB ADP NOUN PUNCT <pad> amod nsubj:pass amod aux:tense aux:pass ROOT case obl:mod punct <pad> 3 2 3 2 2 1 3 2 2 <pad> res_Baikonur_Cosmodrome,SELECT DISTINCT var_uri WHERE bra_open var_uri dbp_launchPad res_Baikonur_Cosmodrome bra_close 
Give me a list of all trumpet players that were bandleaders. <pad> VERB PRON DET NOUN ADP DET NOUN NOUN PRON AUX NOUN PUNCT <pad> ROOT dative det dobj prep det compound pobj nsubj relcl attr punct <pad> 1 2 3 2 3 5 5 4 6 5 6 2 <pad> res_Bandleader res_Trumpet,SELECT DISTINCT var_uri WHERE bra_open var_uri dbo_occupation res_Bandleader ; dbo_instrument res_Trumpet bra_close 
"Liste alle Trompetenspieler auf, die Bandleader einer Band waren. <pad> NOUN DET NOUN ADP PUNCT DET NOUN DET NOUN AUX PUNCT <pad> ROOT nk ROOT mo punct nk sb nk ag ROOT punct <pad> 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 <pad> res_Bandleader res_Trumpet",SELECT DISTINCT var_uri WHERE bra_open var_uri dbo_occupation res_Bandleader ; dbo_instrument res_Trumpet bra_close 
Donnez-moi une liste de tous les joueurs de trempette qui sont chefs de groupe. <pad> PROPN PRON DET NOUN ADP ADJ DET NOUN ADP NOUN PRON AUX NOUN ADP NOUN PUNCT <pad> ROOT dep det ROOT case amod det nmod case nmod nsubj:pass aux:pass acl:relcl case nmod punct <pad> 1 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 <pad> res_Bandleader res_Trumpet,SELECT DISTINCT var_uri WHERE bra_open var_uri dbo_occupation res_Bandleader ; dbo_instrument res_Trumpet bra_close 
Which U.S. states are in the same timezone as Utah? <pad> PRON PROPN NOUN AUX ADP DET ADJ NOUN ADP PROPN PUNCT <pad> attr compound nsubj ROOT prep det amod pobj prep pobj punct <pad> 2 3 2 1 2 4 4 3 4 5 2 <pad> res_Utah res_Utah,SELECT DISTINCT var_uri WHERE bra_open res_Utah dbp_timezone var_x sep_dot var_uri rdf_type yago_WikicatStatesOfTheUnitedStates ; dbp_timezone var_x FILTER ( var_uri != res_Utah ) bra_close 
Welche US-Staaten liegen in der gleichen Zeitzone wie Utah? <pad> DET NOUN VERB ADP DET ADJ NOUN ADP PROPN PUNCT <pad> nk sb ROOT mo nk nk nk cm cc punct <pad> 3 2 1 2 4 4 3 5 4 2 <pad> res_Utah res_Utah,SELECT DISTINCT var_uri WHERE bra_open res_Utah dbp_timezone var_x sep_dot var_uri rdf_type yago_WikicatStatesOfTheUnitedStates ; dbp_timezone var_x FILTER ( var_uri != res_Utah ) bra_close 
